YEAR,STATE,daily_total,daily_matched,ann_total,ann_matched,daily_match_pct,ann_match_pct
2015,GA,1202,1010,1078,949,84.03,88.03
2015,I,1,0,0,0,0.0,
2015,IA,590,469,764,506,79.49,66.23
2015,ID,102,64,82,55,62.75,67.07
2015,IL,819,636,759,571,77.66,75.23
2015,IN,571,474,594,455,83.01,76.6
2015,KS,1455,1219,1586,1206,83.78,76.04
2015,KY,1036,902,1039,895,87.07,86.14
2015,LA,486,349,422,329,71.81,77.96
2015,MA,253,225,244,208,88.93,85.25
2015,MD,292,237,279,232,81.16,83.15
2015,ME,233,218,204,195,93.56,95.59
2015,MI,401,298,397,312,74.31,78.59
2015,MN,578,446,651,412,77.16,63.29
2015,MO,1104,804,1067,769,72.83,72.07
2015,MS,607,397,513,359,65.4,69.98
2015,MT,286,242,326,240,84.62,73.62
2015,NC,803,635,634,563,79.08,88.8
2015,ND,414,384,425,361,92.75,84.94
2015,NE,992,875,1046,808,88.21,77.25
2015,NH,115,106,103,97,92.17,94.17
2015,NJ,104,81,95,68,77.88,71.58
2015,NM,246,228,338,236,92.68,69.82
2015,NV,76,56,71,47,73.68,66.2
2015,NY,520,407,500,394,78.27,78.8
2015,OH,737,641,708,589,86.97,83.19
2015,OK,1000,880,993,857,88.0,86.3
2015,OR,41,18,30,19,43.9,63.33
2015,PA,745,654,720,650,87.79,90.28
2015,RI,40,20,31,16,50.0,51.61
2015,SC,877,753,800,702,85.86,87.75
2015,SD,835,679,964,711,81.32,73.76
2015,TN,602,442,548,408,73.42,74.45
2015,TX,2436,1811,2442,1753,74.34,71.79
2015,UT,118,80,87,72,67.8,82.76
2015,VA,777,668,654,602,85.97,92.05
2015,VT,41,34,47,35,82.93,74.47
2015,WA,33,29,37,27,87.88,72.97
2015,WI,443,283,460,280,63.88,60.87
2015,WV,287,240,258,225,83.62,87.21
2015,WY,232,175,275,166,75.43,60.36
2015,XX,9,0,0,0,0.0,
2015,AK,0,0,1,0,,0.0
2015,HI,0,0,1,0,,0.0
2015,PR,0,0,22,0,,0.0
2015,,0,0,10,0,,0.0
2016,AL,888,552,558,474,62.16,84.95
2016,AR,409,329,434,329,80.44,75.81
2016,AZ,113,77,104,72,68.14,69.23
2016,CA,114,41,68,38,35.96,55.88
2016,CO,597,556,670,562,93.13,83.88
2016,CT,98,61,88,58,62.24,65.91
2016,DC,27,0,0,0,0.0,
2016,DE,44,37,46,41,84.09,89.13
2016,FL,635,442,589,420,69.61,71.31
2016,GA,873,639,752,591,73.2,78.59
2016,IA,590,402,668,406,68.14,60.78
2016,ID,106,73,86,64,68.87,74.42
2016,IL,853,604,684,529,70.81,77.34
2016,IN,594,455,562,445,76.6,79.18
2016,KS,1655,1425,1793,1416,86.1,78.97
2016,KY,1039,838,889,788,80.65,88.64
2016,LA,411,309,398,293,75.18,73.62
2016,MA,351,234,350,226,66.67,64.57
2016,MD,359,325,321,309,90.53,96.26
2016,ME,234,197,205,186,84.19,90.73
2016,MI,334,250,300,230,74.85,76.67
2016,MN,829,560,930,549,67.55,59.03
2016,MO,986,680,879,634,68.97,72.13
2016,MS,869,665,739,599,76.52,81.06
2016,MT,581,445,518,430,76.59,83.01
2016,NC,1218,890,934,784,73.07,83.94
2016,ND,731,606,733,568,82.9,77.49
2016,NE,965,846,1022,807,87.67,78.96
2016,NH,114,112,117,113,98.25,96.58
2016,NJ,253,237,248,228,93.68,91.94
2016,NM,126,115,171,120,91.27,70.18
2016,NV,53,35,41,29,66.04,70.73
2016,NY,521,466,534,454,89.44,85.02
2016,OH,551,399,541,368,72.41,68.02
2016,OK,1018,876,1062,881,86.05,82.96
2016,OR,43,33,46,29,76.74,63.04
2016,PA,553,471,485,445,85.17,91.75
2016,RI,43,24,44,22,55.81,50.0
2016,SC,802,678,746,649,84.54,87.0
2016,SD,930,861,1015,853,92.58,84.04
2016,TN,995,802,952,778,80.6,81.72
2016,TX,2234,1770,2266,1708,79.23,75.38
2016,UT,187,129,144,125,68.98,86.81
2016,VA,1263,1151,1075,1035,91.13,96.28
2016,VT,108,92,104,85,85.19,81.73
2016,WA,18,12,19,12,66.67,63.16
2016,WI,526,395,539,360,75.1,66.79
2016,WV,434,368,389,342,84.79,87.92
2016,WY,210,170,249,164,80.95,65.86
2016,XX,12,0,0,0,0.0,
2016,,1,0,24,0,0.0,0.0
2016,HI,0,0,1,0,,0.0
2016,PR,0,0,15,0,,0.0
2017,AL,1270,832,899,739,65.51,82.2
2017,AR,634,370,683,376,58.36,55.05
2017,AZ,178,145,130,110,81.46,84.62
2017,CA,115,82,122,67,71.3,54.92
2017,CO,335,305,393,314,91.04,79.9
2017,CT,62,52,63,47,83.87,74.6
2017,DC,34,0,0,0,0.0,
2017,DE,22,16,20,16,72.73,80.0
2017,FL,603,492,594,471,81.59,79.29
2017,GA,1488,1024,1045,881,68.82,84.31
2017,IA,1153,1031,1294,1049,89.42,81.07
2017,ID,94,53,64,41,56.38,64.06
2017,IL,1080,751,1022,680,69.54,66.54
2017,IN,610,420,622,421,68.85,67.68
2017,KS,1692,1551,1778,1528,91.67,85.94
2017,KY,801,612,769,594,76.4,77.24
2017,LA,542,387,482,390,71.4,80.91
2017,MA,259,182,222,162,70.27,72.97
2017,MD,542,494,446,426,91.14,95.52
2017,ME,105,100,97,91,95.24,93.81
2017,MI,310,206,288,199,66.45,69.1
2017,MN,867,644,911,619,74.28,67.95
2017,MO,1575,1153,1430,1046,73.21,73.15
2017,MS,908,559,652,469,61.56,71.93
2017,MT,217,184,212,178,84.79,83.96
2017,NC,1057,671,738,552,63.48,74.8
2017,ND,436,390,427,359,89.45,84.07
2017,NE,1044,904,1022,853,86.59,83.46
2017,NH,123,119,116,112,96.75,96.55
2017,NJ,154,114,147,111,74.03,75.51
2017,NM,301,271,362,273,90.03,75.41
2017,NV,80,53,61,52,66.25,85.25
2017,NY,1016,945,964,905,93.01,93.88
2017,OH,891,656,890,632,73.63,71.01
2017,OK,1216,1011,1330,1013,83.14,76.17
2017,OR,53,33,33,29,62.26,87.88
2017,PA,997,916,953,890,91.88,93.39
2017,RI,7,4,6,4,57.14,66.67
2017,SC,847,654,695,586,77.21,84.32
2017,SD,722,614,797,631,85.04,79.17
2017,TN,1000,832,979,770,83.2,78.65
2017,TX,2355,1865,2395,1829,79.19,76.37
2017,UT,72,44,56,42,61.11,75.0
2017,VA,987,811,839,752,82.17,89.63
2017,VT,91,86,97,83,94.51,85.57
2017,WA,38,19,19,18,50.0,94.74
2017,WI,774,635,880,609,82.04,69.2
2017,WV,323,286,283,261,88.54,92.23
2017,WY,146,111,159,97,76.03,61.01
2017,XX,7,0,0,0,0.0,
2017,HI,0,0,1,0,,0.0
2017,PR,0,0,10,0,,0.0
2017,,0,0,24,0,,0.0
2018,AL,876,576,648,555,65.75,85.65
2018,AR,673,505,656,472,75.04,71.95
2018,AZ,316,281,253,220,88.92,86.96
2018,CA,28,25,100,23,89.29,23.0
2018,CO,785,746,810,724,95.03,89.38
2018,CT,123,99,110,98,80.49,89.09
2018,DC,11,0,0,0,0.0,
2018,DE,14,7,8,8,50.0,100.0
2018,FL,565,467,562,459,82.65,81.67
2018,GA,1125,753,780,645,66.93,82.69
2018,IA,844,730,925,726,86.49,78.49
2018,ID,124,73,63,48,58.87,76.19
2018,IL,764,582,684,535,76.18,78.22
2018,IN,468,406,443,390,86.75,88.04
2018,KS,1571,1399,1600,1345,89.05,84.06
2018,KY,824,687,698,628,83.37,89.97
2018,LA,475,294,409,287,61.89,70.17
2018,MA,172,111,125,105,64.53,84.0
2018,MD,284,230,204,191,80.99,93.63
2018,ME,141,113,112,101,80.14,90.18
2018,MI,380,270,299,256,71.05,85.62
2018,MN,726,485,736,463,66.8,62.91
2018,MO,1056,782,967,718,74.05,74.25
2018,MS,862,522,683,465,60.56,68.08
2018,MT,448,411,458,403,91.74,87.99
2018,NC,1011,775,757,684,76.66,90.36
2018,ND,605,410,597,386,67.77,64.66
2018,NE,944,808,959,785,85.59,81.86
2018,NH,137,120,123,114,87.59,92.68
2018,NJ,133,86,92,82,64.66,89.13
2018,NM,173,151,237,157,87.28,66.24
2018,NV,131,77,44,38,58.78,86.36
2018,NY,689,629,632,602,91.29,95.25
2018,OH,624,534,632,513,85.58,81.17
2018,OK,787,622,880,627,79.03,71.25
2018,OR,23,14,15,11,60.87,73.33
2018,PA,776,645,632,604,83.12,95.57
2018,RI,9,3,5,3,33.33,60.0
2018,SC,745,589,615,538,79.06,87.48
2018,SD,853,710,872,687,83.24,78.78
2018,TN,736,555,735,539,75.41,73.33
2018,TX,1477,1234,1644,1246,83.55,75.79
2018,UT,43,30,43,26,69.77,60.47
2018,VA,877,712,700,633,81.19,90.43
2018,VT,77,75,71,67,97.4,94.37
2018,WA,21,6,19,5,28.57,26.32
2018,WI,504,398,504,377,78.97,74.8
2018,WV,236,194,202,174,82.2,86.14
2018,WY,317,265,374,262,83.6,70.05
2018,XX,6,0,0,0,0.0,
2018,,1,0,7,0,0.0,0.0
2018,AK,0,0,2,0,,0.0
2018,HI,0,0,2,0,,0.0
2018,PR,0,0,9,0,,0.0
2019,AL,1045,683,763,599,65.36,78.51
2019,AR,512,382,509,384,74.61,75.44
2019,AZ,138,100,137,85,72.46,62.04
2019,CA,75,45,91,45,60.0,49.45
2019,CO,698,656,740,676,93.98,91.35
2019,CT,94,79,82,73,84.04,89.02
2019,DC,36,0,0,0,0.0,
2019,DE,114,101,102,88,88.6,86.27
2019,FL,547,442,545,440,80.8,80.73
2019,GA,1162,829,817,726,71.34,88.86
2019,IA,653,538,705,535,82.39,75.89
2019,ID,140,111,109,97,79.29,88.99
2019,IL,930,750,886,697,80.65,78.67
2019,IN,746,555,691,522,74.4,75.54
2019,KS,1814,1464,1787,1436,80.71,80.36
2019,KY,633,507,546,474,80.09,86.81
2019,LA,552,308,443,278,55.8,62.75
2019,MA,269,205,201,166,76.21,82.59
2019,MD,855,712,621,563,83.27,90.66
2019,ME,94,80,79,74,85.11,93.67
2019,MI,434,297,353,290,68.43,82.15
2019,MN,786,658,810,626,83.72,77.28
2019,MO,1210,903,1044,822,74.63,78.74
2019,MS,906,650,741,593,71.74,80.03
2019,MT,552,488,532,468,88.41,87.97
2019,NC,1372,1037,1014,908,75.58,89.55
2019,ND,477,437,484,412,91.61,85.12
2019,NE,1098,857,1019,809,78.05,79.39
2019,NH,47,40,41,39,85.11,95.12
2019,NJ,562,510,539,482,90.75,89.42
2019,NM,218,181,259,173,83.03,66.8
2019,NV,25,22,19,17,88.0,89.47
2019,NY,1054,973,1005,938,92.31,93.33
2019,OH,1182,969,1154,980,81.98,84.92
2019,OK,1037,842,1191,846,81.2,71.03
2019,OR,29,23,29,23,79.31,79.31
2019,PA,1665,1545,1571,1453,92.79,92.49
2019,RI,27,21,22,18,77.78,81.82
2019,SC,918,658,725,596,71.68,82.21
2019,SD,817,675,853,659,82.62,77.26
2019,TN,665,535,645,516,80.45,80.0
2019,TX,2569,1985,2625,1963,77.27,74.78
2019,UT,67,61,64,60,91.04,93.75
2019,VA,1742,1407,1333,1181,80.77,88.6
2019,VT,56,53,54,52,94.64,96.3
2019,WA,24,16,21,16,66.67,76.19
2019,WI,502,406,453,380,80.88,83.89
2019,WV,441,398,407,370,90.25,90.91
2019,WY,424,370,446,363,87.26,81.39
2019,XX,5,0,0,0,0.0,
2019,,1,0,29,0,0.0,0.0
2019,AK,0,0,2,0,,0.0
2019,PR,0,0,7,0,,0.0
2019,VI,0,0,1,0,,0.0
2020,AL,1392,894,1049,842,64.22,80.27
2020,AR,604,466,609,456,77.15,74.88
2020,AZ,85,69,95,63,81.18,66.32
2020,CA,38,20,65,19,52.63,29.23
2020,CO,618,592,657,585,95.79,89.04
2020,CT,137,120,134,109,87.59,81.34
2020,DC,23,0,0,0,0.0,
2020,DE,142,125,136,125,88.03,91.91
2020,FL,786,652,726,620,82.95,85.4
2020,GA,1554,812,1029,706,52.25,68.61
2020,IA,816,620,747,619,75.98,82.86
2020,ID,181,95,106,84,52.49,79.25
2020,IL,1109,926,1037,878,83.5,84.67
2020,IN,708,643,637,582,90.82,91.37
2020,KS,1079,920,1110,894,85.26,80.54
2020,KY,578,488,519,447,84.43,86.13
2020,LA,521,354,474,334,67.95,70.46
2020,MA,425,348,373,300,81.88,80.43
2020,MD,675,500,497,411,74.07,82.7
2020,ME,135,120,128,112,88.89,87.5
2020,MI,545,375,405,344,68.81,84.94
2020,MN,892,611,846,587,68.5,69.39
2020,MO,919,616,700,558,67.03,79.71
2020,MS,1113,632,773,560,56.78,72.45
2020,MT,428,361,410,345,84.35,84.15
2020,NC,914,588,713,537,64.33,75.32
2020,ND,620,531,623,508,85.65,81.54
2020,NE,1095,907,999,837,82.83,83.78
2020,NH,155,124,116,109,80.0,93.97
2020,NJ,722,684,693,658,94.74,94.95
2020,NM,128,112,131,100,87.5,76.34
2020,NV,26,17,20,18,65.38,90.0
2020,NY,1058,1013,995,935,95.75,93.97
2020,OH,1185,1003,1132,960,84.64,84.81
2020,OK,1073,880,1166,883,82.01,75.73
2020,OR,85,55,60,48,64.71,80.0
2020,PA,1560,1417,1513,1365,90.83,90.22
2020,RI,25,18,23,17,72.0,73.91
2020,SC,834,455,647,422,54.56,65.22
2020,SD,1242,1101,1243,1057,88.65,85.04
2020,TN,798,532,765,503,66.67,65.75
2020,TX,2062,1606,1990,1556,77.89,78.19
2020,UT,106,98,118,97,92.45,82.2
2020,VA,934,673,707,579,72.06,81.9
2020,VT,77,67,68,62,87.01,91.18
2020,WA,46,25,31,23,54.35,74.19
2020,WI,546,413,495,373,75.64,75.35
2020,WV,390,315,357,296,80.77,82.91
2020,WY,324,296,354,291,91.36,82.2
2020,XX,3,0,0,0,0.0,
2020,,4,0,18,0,0.0,0.0
2020,GU,0,0,1,0,,0.0
2020,PR,0,0,3,0,,0.0
2021,1-,3,0,0,0,0.0,
2021,AL,904,584,824,576,64.6,69.9
2021,AR,381,277,397,270,72.7,68.01
2021,AZ,289,231,281,210,79.93,74.73
2021,CA,60,41,63,36,68.33,57.14
2021,CO,430,391,457,398,90.93,87.09
2021,CT,139,113,133,106,81.29,79.7
2021,DC,45,0,0,0,0.0,
2021,DE,69,58,49,49,84.06,100.0
2021,FL,470,352,419,335,74.89,79.95
2021,GA,762,515,554,473,67.59,85.38
2021,IA,678,541,725,534,79.79,73.66
2021,ID,104,67,64,60,64.42,93.75
2021,IL,855,671,754,612,78.48,81.17
2021,IN,529,399,475,365,75.43,76.84
2021,KS,1225,1084,1248,1052,88.49,84.29
2021,KY,512,316,457,304,61.72,66.52
2021,LA,334,216,289,204,64.67,70.59
2021,M,1,0,0,0,0.0,
2021,MA,298,246,284,232,82.55,81.69
2021,MD,710,627,508,463,88.31,91.14
2021,ME,105,83,83,78,79.05,93.98
2021,MI,716,521,566,492,72.77,86.93
2021,MN,590,434,657,429,73.56,65.3
2021,MO,832,563,648,507,67.67,78.24
2021,MS,759,489,565,433,64.43,76.64
2021,MT,364,324,346,321,89.01,92.77
2021,N,1,0,0,0,0.0,
2021,NC,625,491,503,449,78.56,89.26
2021,ND,476,360,430,327,75.63,76.05
2021,NE,933,728,844,648,78.03,76.78
2021,NH,153,133,128,124,86.93,96.88
2021,NJ,494,465,478,451,94.13,94.35
2021,NM,247,226,248,194,91.5,78.23
2021,NV,116,78,75,67,67.24,89.33
2021,NY,1115,1017,1057,975,91.21,92.24
2021,OH,639,466,504,432,72.93,85.71
2021,OK,579,485,624,485,83.77,77.72
2021,OR,30,11,13,9,36.67,69.23
2021,PA,1618,1436,1475,1402,88.75,95.05
2021,RI,19,7,20,8,36.84,40.0
2021,SC,384,293,355,282,76.3,79.44
2021,SD,700,612,728,594,87.43,81.59
2021,TN,676,410,619,386,60.65,62.36
2021,TX,2026,1695,1998,1604,83.66,80.28
2021,UT,152,144,158,144,94.74,91.14
2021,VA,1311,1155,1010,927,88.1,91.78
2021,VT,99,86,93,78,86.87,83.87
2021,VY,1,0,0,0,0.0,
2021,WA,44,4,9,4,9.09,44.44
2021,WI,662,499,615,464,75.38,75.45
2021,WV,315,305,280,266,96.83,95.0
2021,WY,173,153,173,150,88.44,86.71
2021,,2,0,26,0,0.0,0.0
2021,GU,0,0,1,0,,0.0
2021,HI,0,0,1,0,,0.0
2021,PR,0,0,20,0,,0.0
2022,2-,7,0,0,0,0.0,
2022,AL,949,593,682,539,62.49,79.03
2022,AR,642,521,636,516,81.15,81.13
2022,AZ,303,240,317,234,79.21,73.82
2022,CA,53,39,56,34,73.58,60.71
2022,CO,369,324,357,305,87.8,85.43
2022,CT,87,72,66,62,82.76,93.94
2022,DC,14,0,0,0,0.0,
2022,DE,47,41,45,40,87.23,88.89
2022,FL,694,538,614,506,77.52,82.41
2022,GA,947,856,886,816,90.39,92.1
2022,IA,612,499,625,476,81.54,76.16
2022,ID,161,94,107,86,58.39,80.37
2022,IL,1040,760,943,714,73.08,75.72
2022,IN,665,437,562,404,65.71,71.89
2022,KS,1051,895,1033,836,85.16,80.93
2022,KY,897,819,830,784,91.3,94.46
2022,LA,411,291,348,267,70.8,76.72
2022,MA,206,167,160,140,81.07,87.5
2022,MD,596,514,433,402,86.24,92.84
2022,ME,126,98,80,78,77.78,97.5
2022,MI,356,269,321,259,75.56,80.69
2022,MN,1570,1383,1591,1313,88.09,82.53
2022,MO,633,454,579,426,71.72,73.58
2022,MS,1141,846,872,719,74.15,82.45
2022,MT,560,465,536,456,83.04,85.07
2022,NC,1193,970,1017,901,81.31,88.59
2022,ND,566,416,493,362,73.5,73.43
2022,NE,1282,1082,1087,944,84.4,86.84
2022,NH,321,201,166,162,62.62,97.59
2022,NJ,155,123,155,125,79.35,80.65
2022,NM,99,93,116,95,93.94,81.9
2022,NV,68,48,49,43,70.59,87.76
2022,NY,871,778,808,759,89.32,93.94
2022,OH,1040,836,860,752,80.38,87.44
2022,OK,676,525,702,508,77.66,72.36
2022,OR,51,26,27,18,50.98,66.67
2022,PA,811,752,788,730,92.73,92.64
2022,RI,6,4,7,4,66.67,57.14
2022,SC,880,736,817,695,83.64,85.07
2022,SD,1159,975,1254,979,84.12,78.07
2022,T,1,0,0,0,0.0,
2022,TN,625,529,587,517,84.64,88.07
2022,TX,1811,1446,1706,1388,79.85,81.36
2022,UT,151,140,178,133,92.72,74.72
2022,VA,1539,1256,1154,1044,81.61,90.47
2022,VT,115,104,105,95,90.43,90.48
2022,WA,90,35,35,27,38.89,77.14
2022,WI,703,550,666,516,78.24,77.48
2022,WV,584,529,524,477,90.58,91.03
2022,WY,143,117,142,118,81.82,83.1
2022,,7,0,10,0,0.0,0.0
2022,GU,0,0,1,0,,0.0
2022,HI,0,0,4,0,,0.0
2022,PR,0,0,21,0,,0.0
2023,3-,3,0,0,0,0.0,
2023,AL,1998,1226,1525,1146,61.36,75.15
2023,AR,770,597,782,576,77.53,73.66
2023,AZ,178,133,189,130,74.72,68.78
2023,CA,175,94,106,89,53.71,83.96
2023,CO,1055,931,1012,927,88.25,91.6
2023,CT,96,89,92,84,92.71,91.3
2023,DC,23,0,0,0,0.0,
2023,DE,69,66,68,64,95.65,94.12
2023,FL,958,829,895,797,86.53,89.05
2023,GA,2539,2212,2207,2053,87.12,93.02
2023,IA,911,827,955,822,90.78,86.07
2023,ID,226,163,163,147,72.12,90.18
2023,IL,1928,1550,1644,1434,80.39,87.23
2023,IN,901,696,794,634,77.25,79.85
2023,KS,1732,1557,1767,1502,89.9,85.0
2023,KY,1063,856,938,802,80.53,85.5
2023,LA,762,594,699,567,77.95,81.12
2023,MA,191,158,171,149,82.72,87.13
2023,MD,554,496,457,436,89.53,95.4
2023,ME,81,66,61,57,81.48,93.44
2023,MI,507,404,416,382,79.68,91.83
2023,MN,601,544,623,538,90.52,86.36
2023,MO,1828,1256,1304,1077,68.71,82.59
2023,MS,1208,822,953,747,68.05,78.38
2023,MT,240,203,216,195,84.58,90.28
2023,N,1,0,0,0,0.0,
2023,NC,1392,1010,1037,921,72.56,88.81
2023,ND,258,243,261,229,94.19,87.74
2023,NE,1456,1143,1292,1041,78.5,80.57
2023,NH,136,93,75,75,68.38,100.0
2023,NJ,313,280,335,288,89.46,85.97
2023,NM,386,358,365,318,92.75,87.12
2023,NV,73,58,64,56,79.45,87.5
2023,NY,908,860,902,838,94.71,92.9
2023,OH,1075,737,830,672,68.56,80.96
2023,OK,1291,1046,1636,1176,81.02,71.88
2023,OR,25,20,25,17,80.0,68.0
2023,PA,1178,987,1132,953,83.79,84.19
2023,RI,27,18,26,16,66.67,61.54
2023,SC,872,686,704,594,78.67,84.38
2023,SD,744,617,768,613,82.93,79.82
2023,TN,1135,916,1043,832,80.7,79.77
2023,TX,3336,2898,3293,2820,86.87,85.64
2023,UT,235,212,285,205,90.21,71.93
2023,VA,1233,1072,975,933,86.94,95.69
2023,VT,80,71,70,67,88.75,95.71
2023,WA,69,26,28,22,37.68,78.57
2023,WI,514,460,523,441,89.49,84.32
2023,WV,458,402,410,362,87.77,88.29
2023,WY,411,337,384,325,82.0,84.64
2023,nt,1,0,0,0,0.0,
2023,,3,0,10,0,0.0,0.0
2023,AK,0,0,2,0,,0.0
2023,AS,0,0,4,0,,0.0
2023,HI,0,0,1,0,,0.0
2023,PR,0,0,20,0,,0.0
2023,VI,0,0,1,0,,0.0
2024,4-,2,0,0,0,0.0,
2024,:,1,0,0,0,0.0,
2024,AL,874,489,731,456,55.95,62.38
2024,AR,510,379,583,389,74.31,66.72
2024,AZ,205,166,212,167,80.98,78.77
2024,B,1,0,0,0,0.0,
2024,CA,127,89,98,76,70.08,77.55
2024,CO,663,629,725,626,94.87,86.34
2024,CT,177,158,151,146,89.27,96.69
2024,DC,12,0,0,0,0.0,
2024,DE,26,22,22,22,84.62,100.0
2024,FL,758,468,683,449,61.74,65.74
2024,GA,1305,989,1143,919,75.79,80.4
2024,I,1,0,0,0,0.0,
2024,IA,1223,913,1231,889,74.65,72.22
2024,ID,346,270,283,251,78.03,88.69
2024,IL,1688,1328,1513,1247,78.67,82.42
2024,IN,870,620,648,514,71.26,79.32
2024,KS,2203,1738,1959,1621,78.89,82.75
2024,KY,992,844,987,816,85.08,82.67
2024,LA,753,595,654,550,79.02,84.1
2024,MA,176,159,165,151,90.34,91.52
2024,MD,284,235,230,218,82.75,94.78
2024,ME,210,170,142,139,80.95,97.89
2024,MI,497,335,391,315,67.4,80.56
2024,MN,777,634,733,575,81.6,78.44
2024,MO,2515,1307,1348,1098,51.97,81.45
2024,MS,788,531,616,478,67.39,77.6
2024,MT,488,395,399,378,80.94,94.74
2024,NC,1122,847,849,774,75.49,91.17
2024,ND,391,312,355,293,79.8,82.54
2024,NE,1581,1125,1226,950,71.16,77.49
2024,NH,242,174,146,144,71.9,98.63
2024,NJ,277,264,269,262,95.31,97.4
2024,NM,238,220,222,191,92.44,86.04
2024,NV,74,41,43,34,55.41,79.07
2024,NY,1152,1055,1108,1031,91.58,93.05
2024,OH,1074,787,896,747,73.28,83.37
2024,OK,1163,960,1520,1008,82.55,66.32
2024,OR,59,23,33,18,38.98,54.55
2024,PA,1361,1224,1276,1173,89.93,91.93
2024,RI,39,33,20,20,84.62,100.0
2024,S,1,0,0,0,0.0,
2024,SC,808,570,677,506,70.54,74.74
2024,SD,888,752,825,678,84.68,82.18
2024,TN,689,597,696,572,86.65,82.18
2024,TX,2778,2331,2725,2295,83.91,84.22
2024,UT,265,227,265,221,85.66,83.4
2024,VA,1033,882,827,797,85.38,96.37
2024,VT,73,65,62,62,89.04,100.0
2024,W,1,0,0,0,0.0,
2024,WA,60,46,48,41,76.67,85.42
2024,WI,663,513,622,478,77.38,76.85
2024,WV,670,578,551,521,86.27,94.56
2024,WY,255,202,223,196,79.22,87.89
2024,d,1,0,0,0,0.0,
2024,ma,1,0,0,0,0.0,
2024,ne,1,0,0,0,0.0,
2024,s,1,0,0,0,0.0,
2024,sa,1,0,0,0,0.0,
2024,se,1,0,0,0,0.0,
2024,t,1,0,0,0,0.0,
2024,,15,0,12,0,0.0,0.0
2024,AK,0,0,3,0,,0.0
2024,AS,0,0,8,0,,0.0
2024,GU,0,0,1,0,,0.0
2024,HI,0,0,1,0,,0.0
2024,PR,0,0,41,0,,0.0
